id,english,es,cefr_level,pos,frequency_1to10
unirse_a_phrase,joining,unirse a,B1,phrase,6
universal_adjective,universal,universal,A2,adjective,6
universidad_noun,university,universidad,A1,noun,4
universitario_noun,college,universitario,B1,noun,4
universo_noun,universe,universo,B1,noun,5
uno_number,one,uno,A1,number,2
unos_article,some (m pl),unos,A1,article,2
unos_cuantos_phrase,some,unos cuantos,B1,phrase,2
urbanismo_noun,urban planning,urbanismo,B2,noun,5
urbanización_noun,housing development,urbanización,B1,noun,5
urbanizar_verb,to urbanize,urbanizar,B2,verb,10
urbano_adjective,urban,urbano,A2,adjective,5
urdir_verb,to plot,urdir,B2,verb,5
urgencia_noun,emergency,urgencia,B1,noun,5
urgencias_noun,emergency room,urgencias,A2,noun,5
urgente_noun,immediate,urgente,B1,noun,5
urgentemente_adverb,urgently,urgentemente,B1,adverb,8
urgir_verb,to be urgent,urgir,B1,verb,6
urticaria_noun,hives,urticaria,B2,noun,8
usado_adjective,used,usado,A2,adjective,3
usar_verb,to use,usar,A1,verb,3
uso_noun,use,uso,A2,noun,3
usted_pronoun,you (formal),usted,A1,pronoun,2
ustedes_pronoun,you all (formal),ustedes,A1,pronoun,2
usual_noun,usual,usual,A2,noun,5
usualmente_adverb,usually,usualmente,A2,adverb,4
usuario_noun,user,usuario,A2,noun,5
usurpar_verb,to usurp,usurpar,B2,verb,9
utilización_noun,utilization,utilización,B1,noun,7
utilizar_verb,to utilize,utilizar,A2,verb,7
utopía_noun,utopia,utopía,B2,noun,8
uva_noun,grape,uva,A1,noun,7
uy_noun,woah,uy,A2,noun,7
uña_noun,nail,uña,A2,noun,6
va_a_phrase,he/she is going to,va a,B1,phrase,2
vaca_noun,cow,vaca,A1,noun,6
vacaciones_noun,vacation,vacaciones,B1,noun,6
vacante_noun,opening,vacante,B1,noun,5
vaciar_verb,to empty,vaciar,B1,verb,5
vacilar_verb,to hesitate,vacilar,B1,verb,7
vacuna_noun,vaccine,vacuna,B1,noun,6
vacunado_adjective,vaccinated,vacunado,B1,adjective,8
vacunar_verb,to vaccinate,vacunar,B1,verb,9
vacio_adjective,empty,vacío,A2,adjective,5
vago_adjective,lazy/vague,vago,B2,adjective,6
vainilla_noun,vanilla,vainilla,B2,noun,7
valentía_noun,courage,valentía,B1,noun,6
valer_verb,to be worth,valer,B1,verb,4
validación_noun,validation,validación,B2,noun,7
validar_verb,to validate,validar,B1,verb,8
valiente_adjective,brave,valiente,A2,adjective,6
valla_noun,fence,valla,B2,noun,6
valle_noun,valley,valle,A2,noun,5
valor_noun,value,valor,A2,noun,4
valoracion_noun,valuation,valoración,B1,noun,7
valorar_verb,to value,valorar,B1,verb,4
valorizar_verb,to valorize,valorizar,B2,verb,10
vals_noun,waltz,vals,A2,noun,8
vamos_a_phrase,we are going to,vamos a,B1,phrase,3
van_a_phrase,they are going to,van a,B1,phrase,3
vandalisimo_noun,vandalism,vandalisimo,B1,noun,8
vanguardista_adjective,avant-garde,vanguardista,B2,adjective,8
vanidad_noun,vanity,vanidad,B2,noun,7
vanidoso_adjective,vain,vanidoso,B2,adjective,7
vapor_noun,steam,vapor,B1,noun,5
vaporera_noun,steamer,vaporera,B2,noun,8
vaqueros_noun,jeans,vaqueros,B1,noun,6
variable_adjective,variable,variable,B2,adjective,6
variar_verb,to vary,variar,B1,verb,6
variedad_noun,variety,variedad,B1,noun,5
varios_adjective,several,varios,A2,adjective,4
varita_noun,wand,varita,B1,noun,8
vas_a_phrase,you're,vas a,B1,phrase,3
vaso_noun,glass,vaso,A1,noun,5
vasto_adjective,vast,vasto,B2,adjective,6
vatios_noun,watts,vatios,B2,noun,7
vecina_noun,neighbor,vecina,A2,noun,6
vecindario_noun,neighborhood,vecindario,B1,noun,5
vecino_noun,neighbor,vecino,A2,noun,6
vegano_adjective,vegan,vegano,B2,adjective,7
vegetal_noun,vegetable,vegetal,B1,noun,7
vegetariano_adjective,vegetarian,vegetariano,A2,adjective,7
vehículo_de_hidrógeno_noun,hydrogen vehicle,vehículo de hidrógeno,B2,noun,7
veinte_noun,twenty,veinte,A2,noun,5
veinticinco_noun,twenty-five,veinticinco,B1,noun,5
veinticuatro_noun,twenty-four,veinticuatro,B1,noun,5
veintidós_noun,twenty-two,veintidós,B1,noun,5
veintinueve_noun,twenty-nine,veintinueve,B1,noun,6
veintiocho_noun,twenty-eight,veintiocho,B1,noun,5
veintisiete_noun,twenty-seven,veintisiete,B1,noun,5
veintiséis_noun,twenty-six,veintiséis,B1,noun,5
veintitrés_noun,twenty-three,veintitrés,B1,noun,5
veintiuno_noun,twenty-one,veintiuno,B1,noun,5
veintiún_noun,twenty-one,veintiún,B1,noun,5
vejez_noun,old age,vejez,B1,noun,4
vejiga_noun,bladder,vejiga,B2,noun,7
velada_noun,evening,velada,B1,noun,5
velado_adjective,veiled,velado,B2,adjective,8
velar_verb,to watch over,velar,B2,verb,4
velatorio_noun,wake,velatorio,B2,noun,5
velero_noun,sailboat,velero,B1,noun,9
velocidad_noun,speed,velocidad,A2,noun,4
velódromo_noun,velodrome,velódromo,B2,noun,9
vena_noun,vein,vena,B1,noun,7
venado_noun,venison,venado,B2,noun,9
vencer_verb,to defeat,vencer,B1,verb,5
vendaje_noun,dressing,vendaje,B2,noun,6
vendedor_noun,salesperson,vendedor,A2,noun,9
vender_verb,to sell,vender,A1,verb,5
venenoso_adjective,poisonous,venenoso,B2,adjective,7
venganza_noun,revenge,venganza,B1,noun,6
vengar_verb,to avenge,vengar,B2,verb,8
venir_verb,to come,venir,A1,verb,3
venta_noun,roadside bar/restaurant,venta,A2,noun,8
ventaja_noun,advantage,ventaja,B1,noun,5
ventajoso_adjective,advantageous,ventajoso,B2,adjective,8
ventana_noun,window,ventana,A1,noun,5
ventana_emergente_noun,pop-up window,ventana emergente,B1,noun,5
ventanilla_noun,windows,ventanilla,B1,noun,5
ventilador_noun,fan,ventilador,A2,noun,5
ventillar_verb,to ventilate,ventilar,B2,verb,9
ventrículo_noun,ventricle,ventrículo,B2,noun,9
ver_verb,to see,ver,A1,verb,2
verano_noun,summer,verano,A1,noun,4
veraz_adjective,truthful,veraz,B2,adjective,8
verbigracia_adverb,for example,verbigracia,B2,adverb,4
verdad_noun,truth,verdad,A2,noun,4
verdaderamente_adverb,truly,verdaderamente,A2,adverb,5
verdadero_adjective,true,verdadero,A2,adjective,4
verde_adjective,green,verde,A1,adjective,4
verdes_noun,green,verdes,A2,noun,4
verdulería_noun,vegetable shop,verdulería,A2,noun,7
verdura_noun,vegetable,verdura,A1,noun,7
vereda_noun,path,vereda,B1,noun,5
veredicto_noun,verdict,veredicto,B2,noun,6
verguenza_noun,shame,vergüenza,B1,noun,5
verificación_noun,verification,verificación,B1,noun,7
verificación_en_dos_noun,two-factor authentication,verificación en dos pasos,B2,noun,8
verificar_verb,to verify,verificar,B1,verb,7
verja_noun,iron gate,verja,B1,noun,6
vermut_noun,vermouth,vermut,B1,noun,9
versar_verb,to deal with,versar,B2,verb,4
versión_noun,version,versión,A2,noun,4
verso_noun,verse,verso,B1,noun,6
vertedero_noun,landfill,vertedero,B2,noun,8
verter_verb,to pour,verter,B2,verb,6
vertical_adjective,vertical,vertical,B1,adjective,6
vertiginoso_adjective,dizzying,vertiginoso,B2,adjective,9
vestido_de_novia_phrase,wedding dress,vestido de novia,B1,phrase,5
vestidor_noun,dressing room,vestidor,B1,noun,6
vestimenta_noun,clothing,vestimenta,B1,noun,6
vestir_verb,to dress,vestir,B1,verb,5
vestirse_verb,to get dressed,vestirse,A2,verb,6
vestuario_noun,changing room,vestuario,B1,noun,5
vestíbulo_noun,lobby,vestíbulo,B1,noun,6
veta_noun,vein,veta,B2,noun,7
vetar_verb,to veto,vetar,B2,verb,7
veterano_adjective,veteran,veterano,B1,adjective,6
veterinaria_noun,veterinary clinic,veterinaria,A2,noun,7
veterinario_noun,veterinarian,veterinario,B1,noun,8
vez_noun,time,vez,A2,noun,2
viable_adjective,viable,viable,B2,adjective,7
viajar_verb,to travel,viajar,A1,verb,4
viaje_noun,trip,viaje,A1,noun,5
viajero_noun,traveler,viajero,B1,noun,7
viajes_noun,travels,viajes,A2,noun,6
vibrar_verb,to vibrate,vibrar,B2,verb,8
vicioso_adjective,vicious,vicioso,B2,adjective,7
victoria_noun,victory,victoria,A2,noun,5
vid_noun,grapevine,vid,B2,noun,9
vida_noun,life,vida,A1,noun,3
vida_nocturna_phrase,nightlife,vida nocturna,B1,phrase,8
video_noun_2,video,video,A2,noun,4
videoarte_noun,video art,videoarte,B2,noun,4
videoclip_noun,music video,videoclip,A2,noun,4
videoconferencia_noun,video conference,videoconferencia,B1,noun,4
videojuego_noun,video game,videojuego,B1,noun,4
videollamada_noun,video call,videollamada,B1,noun,4
vidrio_noun,glass,vidrio,A2,noun,5
vidrioso_adjective,glassy,vidrioso,B2,adjective,9
vieira_noun,scallop,vieira,B2,noun,9
viejo_adjective,old,viejo,A1,adjective,3
viento_noun,wind,viento,A1,noun,5
viernes_noun,Friday,viernes,A1,noun,5
viga_noun,beam,viga,B1,noun,6
vigilar_verb,to watch,vigilar,B1,verb,4
villano_noun,villain,villano,A2,noun,7
vinagre_noun,vinegar,vinagre,B1,noun,7
vinculante_adjective,binding,vinculante,B2,adjective,6
vincular_verb,to link,vincular,B2,verb,5
vino_noun,wine,vino,A1,noun,5
violación_noun,rape,violación,B2,noun,6
violar_verb,to violate,violar,B2,verb,7
violencia_noun,violence,violencia,B1,noun,5
violencia_de_género_noun,gender violence,violencia de género,B1,noun,5
violin_noun,violin,violín,A2,noun,7
viral_adjective,viral,viral,B1,adjective,6
viralización_noun,going viral,viralización,B2,noun,6
virtualmente_adverb,virtually,virtualmente,B1,adverb,6
virtuoso_adjective,virtuous,virtuoso,B2,adjective,8
virus_noun,virus,virus,A2,noun,6
virus_informático_noun,computer virus,virus informático,B1,noun,6
viruta_noun,shaving,viruta,B2,noun,7
visa_noun,visa,visa,A2,noun,6
viscosa_noun,viscose,viscosa,B2,noun,9
viscoso_adjective,viscous,viscoso,B2,adjective,9
visible_adjective,visible,visible,A2,adjective,6
visitante_noun,visiting,visitante,B1,noun,6
visitar_verb,to visit,visitar,A2,verb,4
visitándolos_noun,visiting them,visitándolos,B1,noun,6
vista_noun,sight,vista,A2,noun,5
vistazo_noun,glance,vistazo,B1,noun,7
visto_noun,looked,visto,A2,noun,4
visualizar_verb,to visualize,visualizar,B1,verb,8
vital_adjective,vital,vital,B2,adjective,6
vitamina_noun,vitamin,vitamina,B1,noun,6
viticultura_noun,viticulture,viticultura,B2,noun,9
vitorear_verb,to cheer,vitorear,B2,verb,6
vitral_noun,stained glass,vitral,B2,noun,7
vitrina_noun,display cabinet,vitrina,B1,noun,6
viuda_noun,widow,viuda,B1,noun,6
viudo_adjective,widowed,viudo,A2,adjective,8
vivan_noun,live!,vivan,A2,noun,3
vivienda_noun,home,vivienda,B1,noun,3
vivificar_verb,to vivify,vivificar,B2,verb,10
vivir_verb,to live,vivir,A1,verb,3
vivo_adjective,alive,vivo,A2,adjective,5
viña_noun,vineyard,viña,B2,noun,7
vocabulario_noun,vocabulary,vocabulario,B1,noun,7
vocalizar_verb,to vocalize,vocalizar,B2,verb,9
vociferar_verb,to shout,vociferar,B2,verb,6
vodka_noun,vodka,vodka,B2,noun,7
volante_noun,steering wheel,volante,A2,noun,7
volar_verb,to fly,volar,A2,verb,5
volcán_noun,volcano,volcán,A2,noun,7
volcánico_adjective,volcanic,volcánico,B2,adjective,7
voleibol_noun,volleyball,voleibol,A2,noun,7
voltaje_noun,voltage,voltaje,B2,noun,6
voltear_verb,to turn over,voltear,B2,verb,4
voluble_adjective,fickle,voluble,B2,adjective,8
volumen_noun,volume,volumen,B1,noun,5
voluntario_noun,volunteer,voluntario,B1,noun,6
volver_verb,to return/come back,volver,A1,verb,4
volviendo_al_tema_phrase,anyway,volviendo al tema,B1,phrase,5
volátil_adjective,volatile,volátil,B2,adjective,7
vomitar_verb,to vomit,vomitar,A2,verb,7
vosotros_pronoun,you all,vosotros,A1,pronoun,2
votante_noun,voter,votante,B1,noun,6
votar_verb,to vote,votar,B1,verb,4
voy_a_phrase,I am going to,voy a,B1,phrase,3
voz_noun,sound,voz,A2,noun,4
VPN_noun,VPN,VPN,B2,noun,8
vuelo_noun,flight,vuelo,A2,noun,5
vuelo_de_bajo_noun,low-cost flight,vuelo de bajo coste,B1,noun,5
vuelo_directo_noun,direct flight,vuelo directo,A2,noun,5
vuelta_noun,return,vuelta,A2,noun,4
vuelva_noun,get back,vuelva,A2,noun,2
vuelvo_noun,return,vuelvo,A2,noun,4
vulcanólogo_noun,volcanologist,vulcanólogo,B2,noun,10
vulgar_adjective,vulgar,vulgar,B2,adjective,7
vulgarizar_verb,to vulgarize,vulgarizar,B2,verb,10
vulnerable_adjective,vulnerable,vulnerable,B2,adjective,6
vulnerar_verb,to harm,vulnerar,B2,verb,6
válido_noun,valid,válido,A2,noun,6
vértebra_noun,vertebra,vértebra,B2,noun,9
vértigo_noun,vertigo,vértigo,B2,noun,8
víbora_noun,viper,víbora,B2,noun,8
víctima_noun,victim,víctima,B1,noun,5
video_noun,video,vídeo,A2,noun,4
vínculo_noun,bond,vínculo,B1,noun,5
vívido_adjective,vivid,vívido,B2,adjective,7
vóleibol_noun,volleyball,vóleibol,B1,noun,7
vómito_noun,vomit,vómito,B1,noun,7
wallaby_noun,wallaby,wallaby,B2,noun,9
waterpolo_noun,water polo,waterpolo,B2,noun,7
web_noun,web,web,A2,noun,5
whisky_noun,whisky,whisky,B2,noun,7
wifi_noun,wifi,wifi,A2,noun,7
wombat_noun,wombat,wombat,B2,noun,9
y_conjunction,and,y,A1,conjunction,1
y_qué_phrase,so what,y qué,B1,phrase,2
y_si_phrase,what if,y si,B1,phrase,2
ya_adverb,already,ya,A1,adverb,3
ya_mismo_adverb,right now,ya mismo,A2,adverb,3
ya_que_phrase,because,ya que,B1,phrase,2
ya...ya_conjunction,either...or,ya...ya,B2,conjunction,4
yacer_verb,to lie,yacer,B2,verb,5
yacimiento_noun,archaeological site,yacimiento,B2,noun,7
yacimiento_mineral_noun,mineral deposit,yacimiento mineral,B2,noun,6
yate_noun,yacht,yate,B2,noun,7
yendo_noun,going,yendo,A2,noun,3
yerno_noun,son-in-law,yerno,A2,noun,4
yo_pronoun,I,yo,A1,pronoun,1
yo_mismo_phrase,myself,yo mismo,B1,phrase,4
yo_que_tú_phrase,if I were you,yo que tú,B1,phrase,2
yoga_noun,yoga,yoga,A2,noun,6
yogur_noun,yogurt,yogur,A1,noun,7
yogurtera_noun,yogurt maker,yogurtera,B2,noun,7
youtuber_noun,YouTuber,youtuber,B2,noun,8
yoyó_noun,yo-yo,yoyó,B1,noun,6
yuxtaponer_verb,to juxtapose,yuxtaponer,B2,verb,9
zafarse_verb,to get away,zafarse,B2,verb,3
zampar_verb,to gobble,zampar,B2,verb,9
zanahoria_noun,carrot,zanahoria,B1,noun,7
zanjar_verb,to settle,zanjar,B2,verb,6
zapatero_noun,shoemaker,zapatero,B2,noun,8
zapatería_noun,shoe store,zapatería,B1,noun,6
zapatillas_noun,sneakers,zapatillas,A2,noun,7
zapato_noun,shoe,zapato,A1,noun,6
zapatos_deportivos_phrase,sneakers,zapatos deportivos,B1,phrase,7
zarandear_verb,to shake,zarandear,B2,verb,6
zarigüeya_noun,opossum,zarigüeya,B2,noun,9
zarpar_verb,to set sail,zarpar,B2,verb,6
zarzuela_de_mariscos_noun,seafood stew,zarzuela de mariscos,B2,noun,8
zigzaguear_verb,to zigzag,zigzaguear,B2,verb,9
zinc_noun,zinc,zinc,B2,noun,7
zombi_noun,zombi,zombi,A2,noun,10
zona_noun,zone,zona,B1,noun,5
zona_comercial_noun,shopping district,zona comercial,A2,noun,5
zona_de_calentamiento_noun,warm-up area,zona de calentamiento,B1,noun,5
zona_de_confort_noun,comfort zone,zona de confort,B1,noun,6
zona_de_surgencia_noun,upwelling zone,zona de surgencia,B2,noun,9
zona_gris_noun,grey area,zona gris,B2,noun,6
zona_horaria_noun,time zone,zona horaria,B1,noun,5
zona_peatonal_noun,pedestrian zone,zona peatonal,A2,noun,7
zona_residencial_noun,residential area,zona residencial,A2,noun,6
zona_verde_noun,green area,zona verde,A2,noun,4
zoning_noun,zoning,zoning,B2,noun,7
zoología_noun,zoology,zoología,B2,noun,8
zoológico_adjective,zoo,zoológico,B1,adjective,6
zooplancton_noun,zooplankton,zooplancton,B2,noun,9
zozobrar_verb,to capsize,zozobrar,B2,verb,9
zumbar_verb,to buzz,zumbar,B2,verb,6
zurcir_verb,to darn,zurcir,B2,verb,7
zurrar_verb,to thrash,zurrar,B2,verb,8
¡ay!_interjection,ouch!,¡ay!,A2,interjection,7
¡bah!_interjection,bah!,¡bah!,A2,interjection,8
¡bravo!_interjection,bravo!,¡bravo!,A2,interjection,7
¡caramba!_interjection,good grief!,¡caramba!,A2,interjection,6
¡claro_que_sí!_interjection,of course!,¡claro que sí!,A2,interjection,4
¡dale!_interjection,go for it!,¡dale!,A2,interjection,2
desde_luego_interjection,of course!,¡desde luego!,A2,interjection,4
dios_mio_interjection,oh my God!,¡Dios mío!,A2,interjection,4
¡eh!_interjection,hey!,¡eh!,A1,interjection,4
en_absoluto_interjection,absolutely not!,¡en absoluto!,B1,interjection,5
enhorabuena_4,congratulations!,¡enhorabuena!,A2,4,6
felicidades_5,congratulations!,¡felicidades!,A1,5,6
¡genial!_interjection,great!,¡genial!,A2,interjection,3
¡gracias_a_Dios!_interjection,thank God!,¡gracias a Dios!,A2,interjection,4
¡hala!_interjection,wow!,¡hala!,A2,interjection,5
¡hombre!_interjection,man!,¡hombre!,A2,interjection,3
¡jolín!_interjection,gosh!,¡jolín!,A2,interjection,7
¡leche!_interjection,damn!,¡leche!,A2,interjection,4
madre_mia_interjection,oh my goodness!,¡madre mía!,A2,interjection,6
ni_hablar_interjection,no way!,¡ni hablar!,B1,interjection,2
ojo_con_interjection,watch out for!,¡ojo con!,B1,interjection,4
¡ojo!_interjection,watch out!,¡ojo!,A2,interjection,4
¡ostras!_interjection,wow!,¡ostras!,A2,interjection,5
¡oye!_interjection,hey!,¡oye!,A1,interjection,4
por_favor_interjection,please!,¡por favor!,A1,interjection,3
que_va_interjection,no way!,¡qué va!,B1,interjection,2
¡uf!_interjection,ugh!,¡uf!,A2,interjection,6
¡vaya!_interjection,wow!,¡vaya!,A2,interjection,5
¡venga!_interjection,come on!,¡venga!,A2,interjection,3
¡ánimo!_interjection,cheer up!,¡ánimo!,A2,interjection,6
ácaro_noun,mite,ácaro,B2,noun,8
acido_adjective,sour,ácido,A2,adjective,7
ágil_noun,nimble,ágil,A2,noun,8
águila_noun,eagle,águila,A2,noun,6
álamo_noun,poplar,álamo,B1,noun,8
album_noun,album,álbum,A2,noun,4
ambito_noun,scope,ámbito,B1,noun,6
ángel_noun,angel,ángel,A2,noun,6
ángulo_noun,angle,ángulo,B1,noun,6
ánimo_noun,intention,ánimo,A2,noun,6
árbitro_noun,referee,árbitro,B1,noun,7
árbitro_de_línea_noun,linesman,árbitro de línea,B2,noun,9
arbol_noun,tree,árbol,A1,noun,5
árbol_genealógico_noun,family tree,árbol genealógico,B1,noun,5
area_noun,area,área,B1,noun,4
ártico_adjective,Arctic,ártico,B2,adjective,6
aspero_adjective,rough,áspero,A2,adjective,6
atico_noun,attic,ático,A2,noun,7
el_pronoun,he,él,A1,pronoun,2
épica_noun,epic,épica,B2,noun,6
epoca_noun,era,época,B1,noun,5
équido_noun,equid,équido,B2,noun,10
ética_noun,ethics,ética,B2,noun,6
ético_adjective,ethical,ético,B2,adjective,6
éxito_noun,success,éxito,A2,noun,4
éxodo_rural_noun,rural exodus,éxodo rural,B2,noun,7
ícono_noun,icon,ícono,A2,noun,6
índice_noun,index,índice,B1,noun,5
índice_de_audiencia_noun,ratings,índice de audiencia,B2,noun,6
índice_de_masa_noun,BMI,índice de masa corporal,B2,noun,8
índigo_adjective,indigo,índigo,B2,adjective,8
íntegro_adjective,upright,íntegro,B2,adjective,7
íntimo_adjective,private,íntimo,B2,adjective,4
óleo_noun,oil painting,óleo,B2,noun,5
ópera_noun,opera,ópera,A2,noun,6
óptico_noun,optician,óptico,B1,noun,9
óptico-optometrista_noun,optometrist,óptico-optometrista,B2,noun,9
óptimo_adjective,optimal,óptimo,B2,adjective,7
óvalo_noun,oval,óvalo,B1,noun,7
óxido_noun,oxide,óxido,B2,noun,7
últimamente_adverb,lately,últimamente,B1,adverb,6
ultimo_adjective,last,último,A2,adjective,3
únicamente_adverb,only,únicamente,B1,adverb,2
unico_adjective,unique/only,único,A2,adjective,5
util_adjective,useful,útil,A2,adjective,5
actora_noun,actor,actora,A2,noun,5
agricultora_noun,farmer,agricultora,B1,noun,6
alumna_noun,student,alumna,A1,noun,4
anfitriona_noun,host,anfitriona,B1,noun,5
arquitecta_noun,architect,arquitecta,B1,noun,6
becaria_noun,intern,becaria,B1,noun,7
bombera_noun,firefighter,bombera,A2,noun,8
cajera_noun,cashier,cajera,A2,noun,7
camionera_noun,truck driver,camionera,B1,noun,5
campeona_noun,champion,campeona,B1,noun,5
candidata_noun,candidate,candidata,B1,noun,5
capitana_noun,captain,capitana,B1,noun,5
carnicera_noun,butcher,carnicera,B1,noun,7
carpintera_noun,carpenter,carpintera,B1,noun,7
cientifica_noun,scientist,científica,B1,noun,6
cirujana_noun,surgeon,cirujana,B1,noun,6
compositora_noun,composer,compositora,B1,noun,7
conductora_noun,driver,conductora,A2,noun,5
consejera_noun,counselor,consejera,B1,noun,7
contadora_noun,accountant,contadora,B1,noun,7
convidada_noun,guest,convidada,B1,noun,5
diplomatica_noun,diplomat,diplomática,B1,noun,7
disenadora_noun,designer,diseñadora,B1,noun,6
doctora_noun,doctor,doctora,A1,noun,5
embajadora_noun,ambassador,embajadora,B1,noun,6
entrenadora_noun,coach/trainer,entrenadora,A2,noun,5
escultora_noun,sculptor,escultora,B1,noun,8
farmaceutica_noun,pharmacist,farmacéutica,B1,noun,8
fontanera_noun,plumber,fontanera,A2,noun,8
fotografa_noun,photographer,fotógrafa,A2,noun,6
ganadora_noun,winner,ganadora,A2,noun,5
investigadora_noun,researcher,investigadora,B1,noun,7
invitada_noun,guest,invitada,A2,noun,5
jugadora_noun,player,jugadora,A2,noun,4
mecanica_noun,mechanic,mecánica,A2,noun,7
mesera_noun,waiter,mesera,A2,noun,7
ministra_noun,minister,ministra,B1,noun,4
obrera_noun,worker,obrera,B1,noun,6
orientadora_noun,school counselor,orientadora,B1,noun,7
panadera_noun,baker,panadera,A2,noun,6
pastelera_noun,pastry chef,pastelera,B1,noun,7
perdedora_noun,loser,perdedora,B1,noun,6
pilota_noun,pilot,pilota,A2,noun,5
pintora_noun,painter,pintora,A2,noun,7
plomera_noun,plumber,plomera,A2,noun,8
presentadora_noun,TV host,presentadora,B1,noun,5
programadora_noun,programmer,programadora,B1,noun,7
refugiada_noun,refugee,refugiada,B1,noun,7
repartidora_noun,delivery driver,repartidora,B1,noun,5
reportera_noun,reporter,reportera,B1,noun,6
senadora_noun,senator,senadora,B1,noun,5
socia_noun,partner/member,socia,B1,noun,5
soldada_noun,soldier,soldada,B1,noun,6
subdirectora_noun,assistant manager,subdirectora,B1,noun,5
voluntaria_noun,volunteer,voluntaria,A2,noun,6
zapatera_noun,shoemaker,zapatera,B1,noun,8
arbitra_noun,referee,árbitra,B1,noun,7
esta_dem,this,esta,A1,adjective,2
estos_dem,these,estos,A1,adjective,2
estas_dem,these,estas,A1,adjective,2
esto_dem,this,esto,A1,pronoun,2
ese_dem,that,ese,A1,adjective,1
esa_dem,that,esa,A1,adjective,1
esos_dem,those,esos,A1,adjective,3
esas_dem,those,esas,A1,adjective,3
eso_dem,that,eso,A1,pronoun,1
aquel_dem,that,aquel,A2,adjective,1
aquella_dem,that,aquella,A2,adjective,1
aquellos_dem,those,aquellos,A2,adjective,3
aquellas_dem,those,aquellas,A2,adjective,3
aquello_dem,that,aquello,A2,pronoun,1
hoja_a4_noun,A4 sheet,hoja A4,B1,noun,8
abbazia_noun,abbey,abadía,B1,noun,7
astensionismo_noun,abstentionism,abstencionismo,B2,noun,10
astrattismo_noun,Abstractionism,abstraccionismo,B2,noun,10
progreso_academico_noun,academic progress,progreso académico,B1,noun,5
saldo_del_conto_noun,account balance,saldo de cuenta,B1,noun,5
rendiconto_noun,account statement,extracto de cuenta,B1,noun,5
tendon_de_aquiles_noun,Achilles tendon,tendón de Aquiles,B1,noun,8
acustica_noun,acoustics,acústica,B1,noun,8
acquisizione_noun,acquisition,adquisición,B1,noun,6
assoluzione_noun,acquittal,absolución,B1,noun,8
attivista_noun,activist,activista,B1,noun,6
adattabilità_noun,adaptability,adaptabilidad,B1,noun,9
adattamento_noun,adaptation,adaptación,B1,noun,6
ammiraglio_noun,admiral,almirante,B1,noun,6
hijo_adoptivo_noun,adopted child,hijo adoptivo,B1,noun,5
surrene_noun,adrenal gland,glándula suprarrenal,B2,noun,9
islas_eolias_noun,Aeolian Islands,Islas Eolias,B1,noun,9
aeroplano_noun,airplane,aeroplano,A2,noun,7
estetica_noun,aesthetics,estética,B1,noun,7
bufalo_africano_noun,African buffalo,búfalo africano,B2,noun,6
doposcuola_noun,after-school club,actividad extraescolar,B1,noun,4
dopobarba_noun,aftershave,aftershave,B1,noun,9
agata_noun,agate,ágata,B1,noun,9
sciroppo_agave_noun,agave syrup,sirope de agave,B1,noun,9
stagionatura_noun,ageing/curing,añejamiento,B1,noun,8
agnosticismo_noun,agnosticism,agnosticismo,B2,noun,9
agronoma_noun,agronomist,agrónoma,B1,noun,9
aeronautica_noun,air force,fuerza aérea,B2,noun,4
oficial_de_la_fuerza_aerea_noun,air force officer,oficial de la fuerza aérea,B1,noun,4
profumatore_noun,air freshener,ambientador,B1,noun,9
velivolo_noun,aircraft,aeronave,B2,noun,5
portaerei_noun,aircraft carrier,portaaviones,B2,noun,6
recipiente_hermetico_noun,airtight container,recipiente hermético,B1,noun,9
algoritmo_noun,algorithm,algoritmo,B1,noun,6
vicolo_noun,alley,callejón,B1,noun,7
alligatore_noun,alligator,aligátor,B2,noun,8
harina_de_almendra_noun,almond flour,harina de almendra,B1,noun,7
mandorlo_noun,almond tree,almendro,B2,noun,7
soluzione_alternativa_noun,alternative solution,solución alternativa,B1,noun,5
amaranto_noun,amaranth,amaranto,B1,noun,9
amaretti_noun,amaretti biscuits,amaretti,B2,noun,10
amatriciana_noun,amatriciana (pasta sauce),amatriciana,B2,noun,10
ambra_noun,amber,ámbar,B1,noun,7
ambiguità_noun,ambiguity,ambigüedad,B1,noun,8
ametista_noun,amethyst,amatista,B1,noun,8
familia_extendida_noun,extended family,familia extendida,B1,noun,5
prolunga_noun,extension lead,alargador,B1,noun,6
disco_duro_externo_noun,external hard drive,disco duro externo,B2,noun,5
estrattore_noun,extractor/juicer,extractor/exprimidor,B1,noun,9
campana_extractora_noun,extractor hood,campana extractora,B1,noun,9
lapiz_de_ojos_noun,eye pencil,lápiz de ojos,B1,noun,7
eyeliner_noun,eyeliner,eyeliner,B1,noun,8
mascarilla_facial_noun,face mask,mascarilla facial,B1,noun,6
serum_facial_noun,face serum,sérum facial,B1,noun,7
favola_noun,fairy tale,cuento de hadas,A2,noun,6
falco_noun,falcon,halcón,B2,noun,7
conflicto_familiar_noun,family conflict,conflicto familiar,B1,noun,5
parecido_familiar_noun,family resemblance,parecido familiar,B1,noun,7
fanatismo_noun,fanaticism,fanatismo,B2,noun,9
marsupio_noun,fanny pack,riñonera,B1,noun,8
animale_fattoria_noun,farm animal,animal de granja,A2,noun,5
agriturismo_noun,farm stay/agritourism,agroturismo,B2,noun,5
contadino_noun,farmer/peasant,campesino,B1,noun,6
